new_num	new_name	facet	stage	site_count	sample_old_cerrs
30808	lookup_field	lookup	3	3	cant_get_field
30809	lookup_field_type	lookup	3	1	type_not_found
30810	lookup_function	lookup	3	13	<param>,function_not_found
30811	lookup_function_address_type	lookup	3	1	type_not_found
30812	lookup_function_argument_type	lookup	3	1	type_not_found
30813	lookup_function_mangled_name	lookup	3	1	typeinfo_undefined
30814	lookup_function_result_type	lookup	3	1	type_not_found
30815	lookup_function_type	lookup	3	1	type_not_found
30816	lookup_generator_type	lookup	3	2	type_not_found
30817	lookup_global_type	lookup	3	1	invalid_type
30818	lookup_is_expression_type	lookup	3	1	type_not_found
30819	lookup_label	lookup	3	1	invalid_label
30820	lookup_local_type	lookup	3	1	type_not_found
30821	lookup_macro	lookup	3	3	invalid_type,unsupported_read_macro
30822	lookup_method	lookup	3	1	invalid_argument_count
30823	lookup_new_type	lookup	3	1	type_not_found
30824	lookup_safe_field_type	lookup	3	1	type_not_found
30825	lookup_structure_field	lookup	3	1	cant_get_field
30826	lookup_structure_field_type	lookup	3	1	invalid_structure_field_type
30827	lookup_super_class	lookup	3	1	bad_delete
30828	lookup_super_constructor	lookup	3	1	function_not_found
30829	lookup_super_finalizer	lookup	3	1	bad_delete
30830	lookup_super_method	lookup	3	1	function_not_found
30831	lookup_tuple_field	lookup	3	4	cant_get_field
30832	lookup_type	lookup	3	1	type_not_found
30833	lookup_typeinfo_annotation	lookup	3	2	typeinfo_undefined
30834	lookup_typeinfo_annotation_argument	lookup	3	1	typeinfo_undefined
30835	lookup_typeinfo_macro	lookup	3	1	typeinfo_undefined
30836	lookup_typeinfo_offsetof_type	lookup	3	1	typeinfo_undefined
30837	lookup_typeinfo_type	lookup	3	1	type_not_found
30838	lookup_variable	lookup	3	2	variable_not_found
30839	lookup_variant_field	lookup	3	8	cant_get_field,typeinfo_undefined
30840	lookup_variant_type	lookup	3	2	type_not_found
30900	cant_access_private_field	cant	3	1	cant_get_field
30901	cant_access_private_structure	cant	3	1	function_not_found
30902	cant_address_function	cant	3	1	type_not_found
30903	cant_address_template_function	cant	3	1	function_not_found
30904	cant_annotation_field	cant	3	2	cant_move,invalid_type
30905	cant_apply_op	cant	3	2	operator_not_found
30906	cant_argument	cant	3	1	cant_be_null
30907	cant_argument_structure	cant	3	1	unspecified
30908	cant_array_element	cant	3	1	cant_move
30909	cant_ascend	cant	3	1	invalid_new_type
30910	cant_assign_op	cant	3	2	operator_not_found
30911	cant_block	cant	3	1	invalid_label
30912	cant_capture_variable	cant	3	6	cant_pass_temporary,invalid_capture
30913	cant_clone	cant	3	4	<param>,cant_write_to_const,cant_write_to_non_reference
30914	cant_clone_type	cant	3	2	cant_copy
30915	cant_copy	cant	3	3	<param>,cant_pass_temporary,cant_write_to_non_reference
30916	cant_create_structure_annotation	cant	3	1	invalid_annotation
30917	cant_delete	cant	3	3	bad_delete
30918	cant_delete_local	cant	3	1	bad_delete
30919	cant_delete_smart_pointer	cant	3	1	bad_delete
30920	cant_delete_super	cant	3	1	bad_delete
30921	cant_dereference	cant	3	6	cant_dereference,invalid_type
30922	cant_expression	cant	3	14	cant_be_null,cant_pipe,no_writing_to_nameless
30923	cant_field_class	cant	3	1	invalid_structure_field_type
30924	cant_finalize_block_annotation	cant	3	1	invalid_annotation
30925	cant_finalize_function_annotation	cant	3	1	invalid_annotation
30926	cant_finalize_structure_annotation	cant	3	1	invalid_annotation
30927	cant_function	cant	3	2	deprecated_function,no_init
30928	cant_get_field	cant	3	1	cant_get_field
30929	cant_get_field_pointer	cant	3	1	cant_get_field
30930	cant_global	cant	3	8	cant_be_null,cant_copy,cant_move,no_global_heap,no_global_variables,no_init
30931	cant_index	cant	3	1	cant_index
30932	cant_index_key	cant	3	1	invalid_index_type
30933	cant_index_pointer	cant	3	2	cant_index,invalid_index_type
30934	cant_index_table	cant	3	2	invalid_index_type,invalid_table_type
30935	cant_initialize_array_element	cant	3	1	cant_pass_temporary
30936	cant_initialize_private_field	cant	3	1	cant_get_field
30937	cant_initialize_structure_field	cant	3	1	cant_pass_temporary
30938	cant_initialize_variant_field	cant	3	1	cant_pass_temporary
30939	cant_iterate_iterator	cant	3	1	invalid_iteration_source
30940	cant_local	cant	3	2	cant_be_null,cant_move
30941	cant_move	cant	3	5	cant_move,cant_move_to_const,cant_pass_temporary,cant_write_to_non_reference
30942	cant_pointer	cant	3	1	<param>
30943	cant_result	cant	3	3	cant_be_null,cant_move,not_expecting_return_value
30944	cant_safe_get_field	cant	3	2	cant_get_field
30945	cant_safe_index	cant	3	1	cant_index
30946	cant_safe_index_table	cant	3	1	invalid_index_type
30947	cant_structure_field	cant	3	4	cant_move,invalid_initialization_type,invalid_type
30948	cant_take_pointer	cant	3	1	cant_dereference
30949	cant_tuple	cant	3	1	cant_move
30950	cant_type	cant	3	6	cant_copy,cant_initialize,cant_move,invalid_type
30951	cant_variant_field	cant	3	2	cant_move,invalid_type
30952	cant_write	cant	3	1	cant_write_to_const
31000	unsafe_address	unsafe	3	1	unsafe
31001	unsafe_argument	unsafe	3	1	unsafe_function
31002	unsafe_array_safe_index	unsafe	3	2	unsafe
31003	unsafe_capture_variable	unsafe	3	2	invalid_capture
31004	unsafe_cast	unsafe	3	1	unsafe
31005	unsafe_class	unsafe	3	2	unsafe
31006	unsafe_class_initializer	unsafe	3	1	unsafe
31007	unsafe_class_local	unsafe	3	1	unsafe
31008	unsafe_class_stack_construction	unsafe	3	1	unsafe
31009	unsafe_delete	unsafe	3	1	unsafe
31010	unsafe_delete_pointer	unsafe	3	1	unsafe
31011	unsafe_fixed_array_safe_index	unsafe	3	1	unsafe
31012	unsafe_function	unsafe	3	2	unsafe_function
31013	unsafe_function_call	unsafe	3	3	unsafe
31014	unsafe_global	unsafe	3	2	unsafe,unsafe_function
31015	unsafe_global_pointer	unsafe	3	1	unsafe
31016	unsafe_local	unsafe	3	1	unsafe
31017	unsafe_local_class	unsafe	3	1	unsafe
31018	unsafe_local_in_scope_required	unsafe	3	1	invalid_variable_type
31019	unsafe_local_reference	unsafe	3	1	unsafe
31020	unsafe_local_type	unsafe	3	1	invalid_variable_type
31021	unsafe_move	unsafe	3	1	unsafe
31022	unsafe_operator	unsafe	3	2	unsafe
31023	unsafe_pointer_index	unsafe	3	1	unsafe
31024	unsafe_pointer_safe_index	unsafe	3	1	unsafe
31025	unsafe_return_block	unsafe	3	1	invalid_return_type
31026	unsafe_return_function	unsafe	3	1	invalid_return_type
31027	unsafe_return_reference	unsafe	3	2	invalid_return_type
31028	unsafe_return_smart_pointer	unsafe	3	2	unsafe
31029	unsafe_smart_pointer	unsafe	3	1	unsafe
